chunk_id,sum_nats,n_bytes
span_00394,761.597290,800
span_00395,781.018005,800
span_00396,795.376709,800
span_00397,914.813599,800
span_00398,788.814697,800
span_00399,781.790161,800
span_00400,744.893311,800
span_00401,765.846497,800
span_00402,675.271912,800
span_00403,511.876038,800
span_00404,458.363525,800
span_00405,539.007446,800
span_00406,509.720306,800
span_00407,502.967194,800
span_00408,521.003906,800
span_00409,499.949707,800
span_00410,538.112305,800
span_00411,477.267090,800
span_00412,470.143494,800
span_00413,615.888123,800
span_00414,542.039673,800
span_00415,476.176666,800
span_00416,462.741943,800
span_00417,541.730896,800
span_00418,554.103943,800
span_00419,566.139465,800
span_00420,828.743896,800
span_00421,806.291931,800
span_00422,893.656067,800
span_00423,894.378784,800
span_00424,913.351807,800
span_00425,839.765808,800
span_00426,673.389404,800
span_00427,564.539612,800
span_00428,566.671021,800
span_00429,603.188477,800
span_00430,576.580688,800
span_00431,760.683105,800
span_00432,693.624023,800
span_00433,891.270752,800
span_00434,758.423767,800
span_00435,731.232422,800
span_00436,632.511475,800
span_00437,608.344849,800
span_00438,589.084595,800
span_00439,547.128540,800
span_00440,531.254028,800
span_00441,486.794189,800
span_00442,575.216370,800
span_00443,630.906860,800
span_00444,549.718506,800
span_00445,616.602051,800
span_00446,582.355225,800
span_00447,556.372314,800
span_00448,585.286682,800
span_00449,629.238525,800
span_00450,571.437256,800
span_00451,671.338135,800
span_00452,592.461365,800
span_00453,568.454651,800
span_00454,578.112732,800
span_00455,486.184448,800
span_00456,527.930481,800
span_00457,598.726135,800
span_00458,557.856079,800
span_00459,561.493408,800
span_00460,613.076843,800
span_00461,640.470398,800
span_00462,559.214905,800
span_00463,661.472534,800
span_00464,662.945862,800
span_00465,587.515747,800
span_00466,462.362366,800
span_00467,494.665344,800
span_00468,503.626404,800
span_00469,385.582581,800
span_00470,500.612915,800
span_00471,562.021912,800
span_00472,570.533630,800
span_00473,489.699890,800
span_00474,494.443329,800
span_00475,574.648682,800
span_00476,512.156250,800
span_00477,586.307861,800
span_00478,694.524658,800
span_00479,498.003906,800
span_00480,592.007935,800
span_00481,509.758362,800
span_00482,516.167542,800
span_00483,526.531738,800
span_00484,461.049927,800
span_00485,494.898132,800
span_00486,516.311829,800
span_00487,477.804749,800
span_00488,501.681519,800
span_00489,457.585999,800
span_00490,461.313019,800
span_00491,516.532227,800
span_00492,535.437378,800
span_00493,559.402344,800
span_00494,499.308411,800
span_00495,488.874420,800
span_00496,495.077026,800
span_00497,512.632751,800
span_00498,544.446167,800
span_00499,512.815125,801
span_00500,432.329590,800
span_00501,438.250153,800
span_00502,489.216736,800
span_00503,505.761902,800
span_00504,492.511200,800
span_00505,525.749390,800
span_00506,488.778442,800
span_00507,544.521545,800
span_00508,479.117126,800
span_00509,529.475586,800
span_00510,465.526703,800
span_00511,688.554504,800
span_00512,616.967773,800
span_00513,549.613708,800
span_00514,592.371582,800
span_00515,636.971313,800
span_00516,680.023926,800
span_00517,604.872925,800
span_00518,569.623840,800
span_00519,657.030334,800
span_00520,647.531006,800
span_00521,748.852783,800
span_00522,742.178711,800
span_00523,712.343079,800
span_00524,691.770630,800
span_00525,550.731812,800
span_00526,599.029907,800
span_00527,708.892578,800
span_00528,497.244202,800
span_00529,644.752197,800
span_00530,605.404114,800
span_00531,563.865234,800
span_00532,521.747192,800
span_00533,573.194458,800
span_00534,496.589722,800
span_00535,573.102234,800
span_00536,560.945190,800
span_00537,518.132263,800
span_00538,554.284851,800
span_00539,576.711853,800
span_00540,588.338928,800
span_00541,645.057495,800
span_00542,497.197052,800
span_00543,401.600586,800
span_00544,589.641174,800
span_00545,538.976929,800
span_00546,620.204224,800
span_00547,626.235107,800
span_00548,613.587524,800
span_00549,621.092896,800
span_00550,666.991821,800
span_00551,580.750854,800
span_00552,584.736450,800
span_00553,657.391235,800
span_00554,705.047363,800
span_00555,623.447388,800
span_00556,693.516479,800
span_00557,610.426758,800
span_00558,756.346680,800
span_00559,706.541626,800
span_00560,713.050476,800
span_00561,620.793945,800
span_00562,600.208740,800
span_00563,641.970825,800
span_00564,682.995605,800
span_00565,542.353394,800
span_00566,609.127014,800
span_00567,598.031921,800
span_00568,602.875854,800
span_00569,627.310181,800
span_00570,622.311157,800
span_00571,674.925293,800
span_00572,706.090820,800
span_00573,588.730225,800
span_00574,680.815002,800
span_00575,434.077148,800
span_00576,518.766846,800
span_00577,577.470093,800
span_00578,621.310425,800
span_00579,570.611694,800
span_00580,442.486816,800
span_00581,465.600739,800
span_00582,524.736694,800
span_00583,484.453613,800
span_00584,443.409668,800
