chunk_id,sum_nats,n_bytes
span_00516,667.393982,800
span_00517,551.237915,800
span_00518,546.032898,800
span_00519,611.334900,800
span_00520,576.107544,800
span_00521,693.390991,800
span_00522,696.325806,800
span_00523,703.113708,800
span_00524,628.307617,800
span_00525,551.216064,800
span_00526,556.074951,800
span_00527,559.638733,800
span_00528,511.823212,800
span_00529,683.727051,800
span_00530,574.558044,800
span_00531,512.347351,800
span_00532,495.940125,800
span_00533,531.266724,800
span_00534,462.183105,800
span_00535,528.437805,800
span_00536,518.324280,800
span_00537,485.953735,800
span_00538,535.831665,800
span_00539,555.482605,800
span_00540,560.056274,800
span_00541,623.480591,800
span_00542,443.524292,800
span_00543,428.921021,800
span_00544,525.352417,800
span_00545,498.478210,800
span_00546,608.584961,800
span_00547,638.776367,800
span_00548,640.822021,800
span_00549,606.057251,800
span_00550,681.342896,800
span_00551,562.117310,800
span_00552,563.804138,800
span_00553,620.494873,800
span_00554,690.934082,800
span_00555,619.448242,800
span_00556,682.552734,800
span_00557,585.699219,800
span_00558,750.614014,800
span_00559,659.531616,800
span_00560,694.633667,800
span_00561,583.146240,800
span_00562,556.037354,800
span_00563,613.534241,800
span_00564,578.467529,800
span_00565,502.247559,800
span_00566,551.544800,800
span_00567,542.620972,800
span_00568,531.164368,800
span_00569,565.043213,800
span_00570,594.845398,800
span_00571,647.415344,800
span_00572,656.110107,800
span_00573,548.338379,800
span_00574,623.172424,800
span_00575,380.861847,800
span_00576,501.110870,800
span_00577,508.095612,800
span_00578,575.463074,800
span_00579,522.577393,800
span_00580,391.406433,800
span_00581,419.441040,800
span_00582,459.401306,800
span_00583,449.551666,800
span_00584,407.483429,800
span_00585,403.936035,800
span_00586,480.209930,800
span_00587,481.742554,800
span_00588,434.032349,800
span_00589,357.863037,800
span_00590,385.721497,800
span_00591,418.514221,800
span_00592,411.677124,800
span_00593,417.762054,800
span_00594,415.384460,800
span_00595,420.280151,800
span_00596,405.252991,800
span_00597,376.916718,801
span_00598,438.239441,800
span_00599,414.463562,800
span_00600,434.880737,800
span_00601,394.704529,800
span_00602,425.909485,800
span_00603,479.700043,800
span_00604,559.476196,800
span_00605,671.599243,800
span_00606,700.045959,800
span_00607,613.337891,800
span_00608,764.932678,800
span_00609,482.396790,800
span_00610,509.392975,800
span_00611,529.265381,800
span_00612,409.401611,800
span_00613,414.771545,800
span_00614,662.451538,800
span_00615,503.570618,800
span_00616,510.724854,800
span_00617,546.835449,800
span_00618,567.561646,800
span_00619,702.041138,800
span_00620,522.742188,800
span_00621,547.706055,800
span_00622,535.748413,800
span_00623,436.532928,800
span_00624,443.386169,800
span_00625,497.631287,800
span_00626,508.283691,800
span_00627,482.491119,800
span_00628,514.699036,800
span_00629,559.966919,800
span_00630,476.358154,800
span_00631,481.377319,800
span_00632,534.357178,800
span_00633,505.734650,800
span_00634,475.137878,800
span_00635,372.909729,800
span_00636,417.166382,800
span_00637,394.763214,800
span_00638,397.510406,800
span_00639,438.597595,800
span_00640,488.573578,800
span_00641,374.098419,800
span_00642,437.971893,800
span_00643,320.422363,800
span_00644,389.979553,800
span_00645,407.575073,800
span_00646,399.866119,800
span_00647,379.268127,800
span_00648,438.483521,800
span_00649,339.670532,800
span_00650,384.119568,800
span_00651,408.721619,800
span_00652,430.485107,800
span_00653,485.153259,800
span_00654,462.916626,800
span_00655,496.650238,800
span_00656,420.278076,800
span_00657,485.791809,800
span_00658,579.486328,800
span_00659,607.286621,800
span_00660,477.837402,800
span_00661,574.596191,800
span_00662,513.554871,800
span_00663,479.713989,800
span_00664,512.865112,800
span_00665,513.973877,800
span_00666,544.092102,800
span_00667,484.031281,800
span_00668,470.323669,800
span_00669,466.579773,800
span_00670,481.378967,800
span_00671,517.981262,800
span_00672,473.327881,800
span_00673,540.517151,800
span_00674,533.598755,800
span_00675,492.329895,800
span_00676,528.165894,800
span_00677,452.180786,800
span_00678,529.864746,800
span_00679,626.931885,800
span_00680,530.819458,800
span_00681,486.242493,800
span_00682,616.903809,800
span_00683,638.335449,800
span_00684,873.944824,800
span_00685,657.008301,800
span_00686,605.407471,800
span_00687,629.054199,800
span_00688,573.901611,800
span_00689,618.795166,800
span_00690,777.348938,800
span_00691,709.613403,800
span_00692,575.307373,800
span_00693,752.837036,800
span_00694,488.983215,800
span_00695,422.653992,800
span_00696,474.388123,800
span_00697,489.145081,800
span_00698,502.536438,800
span_00699,409.681702,800
span_00700,480.265869,800
span_00701,545.142944,800
span_00702,420.542908,800
span_00703,582.716248,800
span_00704,566.165649,800
span_00705,558.848389,800
span_00706,483.976746,800
span_00707,605.357544,800
span_00708,478.085663,800
span_00709,524.581543,800
span_00710,518.867310,800
span_00711,541.042847,800
span_00712,499.779388,800
span_00713,525.522217,800
span_00714,522.543701,800
span_00715,459.810669,800
span_00716,438.506744,800
span_00717,504.699646,800
span_00718,395.318970,800
span_00719,478.351257,800
span_00720,462.570129,800
span_00721,491.739197,800
span_00722,501.844391,800
span_00723,606.477783,800
span_00724,548.038330,800
span_00725,489.079163,800
span_00726,560.563965,800
span_00727,555.054443,800
span_00728,590.072815,800
span_00729,435.997864,800
span_00730,543.320312,800
span_00731,399.601257,800
span_00732,551.708557,800
span_00733,558.878662,800
span_00734,446.086670,800
span_00735,519.794800,800
span_00736,560.311768,800
span_00737,500.971680,800
span_00738,579.739136,800
span_00739,670.995972,800
span_00740,600.228516,800
span_00741,630.909424,800
span_00742,532.696594,800
